9: nome_desti, 4: nome_orige
9: Passo Fundo, 4: David Canabarro
9: Passo Fundo, 4: Erechim
9: Passo Fundo, 4: Ernestina
9: Passo Fundo, 4: Espumoso
9: Passo Fundo, 4: Frederico Westphalen
9: Passo Fundo, 4: Ibiraiaras
9: Passo Fundo, 4: Lagoa dos Tr?s Cantos
9: Passo Fundo, 4: Lagoa Vermelha
9: Passo Fundo, 4: Machadinho
9: Santa Maria, 4: Restinga Seca
9: Lorena, 4: Piquete
9: Passo Fundo, 4: Marau
9: Passo Fundo, 4: Mato Castelhano
9: Passo Fundo, 4: Nicolau Vergueiro
9: Passo Fundo, 4: Nova Ara??
9: Passo Fundo, 4: Palmeira das Miss?es
9: Passo Fundo, 4: Pont?o
9: Passo Fundo, 4: Ronda Alta
9: Passo Fundo, 4: Sananduva
9: Passo Fundo, 4: Selbach
9: Luc?lia, 4: Pracinha
9: Passo Fundo, 4: Serafina Corr?a
9: Passo Fundo, 4: Sert?o
9: Passo Fundo, 4: Soledade
9: Passo Fundo, 4: Tapejara
9: Passo Fundo, 4: Tapera
9: Passo Fundo, 4: Tio Hugo
9: Passo Fundo, 4: Tr?s Palmeiras
9: Passo Fundo, 4: Vanini
9: Passo Fundo, 4: Victor Graeff
9: Passo Fundo, 4: Vila Maria
9: Luc?lia, 4: Pracinha
9: ACP de Pelotas - Rio Grande, 4: Arroio do Padre
9: ACP de Pelotas - Rio Grande, 4: Arroio Grande
9: ACP de Pelotas - Rio Grande, 4: Bag?
9: ACP de Pelotas - Rio Grande, 4: Cangu?u
9: ACP de Pelotas - Rio Grande, 4: Cap?o do Le?o
9: ACP de Pelotas - Rio Grande, 4: Cerrito
9: ACP de Pelotas - Rio Grande, 4: Herval
9: ACP de Pelotas - Rio Grande, 4: Jaguar?o
9: ACP de Pelotas - Rio Grande, 4: Morro Redondo
9: ACP de Pelotas - Rio Grande, 4: Pedro Os?rio
9: Palmeira d'Oeste, 4: Marin?polis
9: ACP de Pelotas - Rio Grande, 4: Piratini
9: ACP de Pelotas - Rio Grande, 4: Santa Vit?ria do Palmar
9: ACP de Pelotas - Rio Grande, 4: S?o Jos? do Norte
9: ACP de Pelotas - Rio Grande, 4: S?o Louren?o do Sul
9: ACP de Pelotas - Rio Grande, 4: Turu?u
9: Santa Cruz do Sul, 4: Boqueir?o do Le?o
9: Santa Cruz do Sul, 4: Candel?ria
9: Santa Cruz do Sul, 4: Gramado Xavier
9: Santa Cruz do Sul, 4: Pantano Grande
9: Santa Cruz do Sul, 4: Rio Pardo
9: Paragua?u Paulista, 4: Bor?
9: Santa Cruz do Sul, 4: Sinimbu
9: Ju?na, 4: Castanheira
9: Santa Cruz do Sul, 4: Vale Verde
9: Santa Cruz do Sul, 4: Vale do Sol
9: Santa Cruz do Sul, 4: Ven?ncio Aires
9: Santa Cruz do Sul, 4: Vera Cruz
9: Santa Maria, 4: Agudo
9: Santa Maria, 4: Ca?apava do Sul
9: Santa Maria, 4: Cacequi
9: Santa Maria, 4: Cachoeira do Sul
9: Santa Maria, 4: Dilermando de Aguiar
9: Ibirama, 4: Jos? Boiteux
9: Paragua?u Paulista, 4: Lut?cia
9: Santa Maria, 4: Dona Francisca
9: Santa Maria, 4: Faxinal do Soturno
9: Santa Maria, 4: Formigueiro
9: Santa Maria, 4: Itaara
9: Santa Maria, 4: Ivor?
9: Santa Maria, 4: Jaguari
9: Santa Maria, 4: Jari
9: Santa Maria, 4: J?lio de Castilhos
9: Santa Maria, 4: Mata
9: Santa Maria, 4: Nova Palma
9: Pen?polis, 4: Alto Alegre
9: Santa Maria, 4: Pinhal Grande
9: Santa Maria, 4: Quevedos
9: Santa Maria, 4: Santa Margarida do Sul
9: Santa Maria, 4: Santiago
9: Santa Maria, 4: S?o Francisco de Assis
9: Santa Maria, 4: S?o Gabriel
9: Santa Maria, 4: S?o Jo?o do Pol?sine
9: Santa Maria, 4: S?o Martinho da Serra
9: Santa Maria, 4: S?o Pedro do Sul
9: Pen?polis, 4: Avanhandava
9: Santa Maria, 4: S?o Sep?
9: Santa Maria, 4: S?o Vicente do Sul
9: Santa Maria, 4: Silveira Martins
9: Santa Maria, 4: Toropi
9: Santa Maria, 4: Vila Nova do Sul
9: Santana do Livramento, 4: Quara?
9: Santa Rosa, 4: Alecrim
9: Santa Rosa, 4: Campina das Miss?es
9: Santa Rosa, 4: C?ndido God?i
9: Santa Rosa, 4: Horizontina
9: Pen?polis, 4: Barbosa
9: Santa Rosa, 4: Porto Lucena
9: Santa Rosa, 4: Porto Mau?
9: Santa Rosa, 4: Porto Vera Cruz
9: Santa Rosa, 4: Santo Cristo
9: Santa Rosa, 4: S?o Paulo das Miss?es
9: Santa Rosa, 4: Senador Salgado Filho
9: Santa Rosa, 4: Tr?s de Maio
9: Santa Rosa, 4: Tucunduva
9: Santa Rosa, 4: Tuparendi
9: Santo Ant?nio da Patrulha, 4: Cara?
9: Pen?polis, 4: Luizi?nia
9: S?o Borja, 4: Itaqui
9: S?o Jer?nimo, 4: General C?mara
9: Sobradinho, 4: Arroio do Tigre
9: Sobradinho, 4: Estrela Velha
9: Sobradinho, 4: Ibarama
9: Sobradinho, 4: Lagoa Bonita do Sul
9: Sobradinho, 4: Lago?o
9: Sobradinho, 4: Passa Sete
9: Sobradinho, 4: Segredo
9: Sobradinho, 4: Tunas
9: Piraju, 4: Fartura
9: Tapes, 4: Sentinela do Sul
9: Taquara, 4: Riozinho
9: Taquara, 4: Rolante
9: Torres, 4: Arroio do Sal
9: Torres, 4: Dom Pedro de Alc?ntara
9: Torres, 4: Mampituba
9: Torres, 4: Morrinhos do Sul
9: Torres, 4: Tr?s Cachoeiras
9: Torres, 4: Tr?s Forquilhas
9: Tramanda?, 4: Imb?
9: Piraju, 4: Sarutai?
9: Uruguaiana, 4: Barra do Quara?
9: Uruguaiana, 4: Itaqui
9: ACP de Campo Grande, 4: Aquidauana
9: ACP de Campo Grande, 4: Bandeirantes
9: ACP de Campo Grande, 4: Bataguassu
9: ACP de Campo Grande, 4: Bonito
9: ACP de Campo Grande, 4: Camapu?
9: ACP de Campo Grande, 4: Cassil?ndia
9: ACP de Campo Grande, 4: Chapad?o do Sul
9: ACP de Campo Grande, 4: Corguinho
9: Piraju, 4: Tejup?
9: ACP de Campo Grande, 4: Corumb?
9: ACP de Campo Grande, 4: Costa Rica
9: ACP de Campo Grande, 4: Coxim
9: ACP de Campo Grande, 4: Dois Irm?os do Buriti
9: ACP de Campo Grande, 4: Dourados
9: ACP de Campo Grande, 4: Jaraguari
9: ACP de Campo Grande, 4: Jardim
9: ACP de Campo Grande, 4: Miranda
9: ACP de Campo Grande, 4: Nova Alvorada do Sul
9: C?ceres, 4: Salto do C?u
9: ACP de Campo Grande, 4: Nova Andradina
9: Piraju, 4: Timburi
9: ACP de Campo Grande, 4: Parana?ba
9: ACP de Campo Grande, 4: Pedro Gomes
9: ACP de Campo Grande, 4: Porto Murtinho
9: ACP de Campo Grande, 4: Ribas do Rio Pardo
9: ACP de Campo Grande, 4: Rio Negro
9: ACP de Campo Grande, 4: Rio Verde de Mato Grosso
9: ACP de Campo Grande, 4: Rochedo
9: ACP de Campo Grande, 4: S?o Gabriel do Oeste
9: ACP de Campo Grande, 4: Sidrol?ndia
9: ACP de Campo Grande, 4: Sonora
9: Rio Claro, 4: Anal?ndia
9: ACP de Campo Grande, 4: Terenos
9: ACP de Campo Grande, 4: Tr?s Lagoas
9: Alta Floresta, 4: Apiac?s
9: Alta Floresta, 4: Carlinda
9: Alta Floresta, 4: Nova Bandeirantes
9: Alta Floresta, 4: Parana?ta
9: Alta Floresta, 4: Nova Monte verde
9: Alto Araguaia, 4: Alto Taquari
9: Alto Araguaia, 4: Araguainha
9: Barra do Bugres, 4: Denise
9: Ibirama, 4: Jos? Boiteux
9: Rio Claro, 4: Cordeir?polis
9: Barra do Gar?as, 4: ?gua Boa
9: Barra do Gar?as, 4: Araguaiana
9: Barra do Gar?as, 4: Confresa
9: Barra do Gar?as, 4: General Carneiro
9: Barra do Gar?as, 4: Nova Xavantina
9: Barra do Gar?as, 4: Novo S?o Joaquim
9: Barra do Gar?as, 4: Pontal do Araguaia
9: Barra do Gar?as, 4: Ponte Branca
9: Barra do Gar?as, 4: Ribeir?ozinho
9: Barra do Gar?as, 4: Torixor?u
9: Rio Claro, 4: Corumbata?
9: Barra do Gar?as, 4: Vila Rica
9: Barra do Gar?as, 4: Aragar?as
9: Barra do Gar?as, 4: Baliza
9: Barra do Gar?as, 4: Bom Jardim de Goi?s
9: Barra do Gar?as, 4: Piranhas
9: C?ceres, 4: Araputanga
9: C?ceres, 4: Curvel?ndia
9: C?ceres, 4: Lambari d'Oeste
9: C?ceres, 4: Mirassol d'Oeste
9: C?ceres, 4: Pontes e Lacerda
9: Rio Claro, 4: Ipe?na
9: C?ceres, 4: Rio Branco
9: Col?der, 4: Nova Santa Helena
9: Col?der, 4: Nova Cana? do Norte
9: Diamantino, 4: Alto Paraguai
9: Diamantino, 4: Aren?polis
9: Diamantino, 4: Nortel?ndia
9: Diamantino, 4: Nova Maril?ndia
9: Diamantino, 4: Nova Maring?
9: Juara, 4: Novo Horizonte do Norte
9: Rio Claro, 4: Santa Gertrudes
9: Juara, 4: Porto dos Ga?chos
9: Juara, 4: Tabapor?
9: Ju?na, 4: Aripuan?
9: Ju?na, 4: Colniza
9: Ju?na, 4: Cotrigua?u
9: Ju?na, 4: Juruena
9: Nova Mutum, 4: Santa Rita do Trivelato
9: Peixoto de Azevedo, 4: Guarant? do Norte
9: Peixoto de Azevedo, 4: Matup?
9: S?o Joaquim da Barra, 4: Ipu?
9: Peixoto de Azevedo, 4: Novo Mundo
9: Primavera do Leste, 4: Paranatinga
9: Primavera do Leste, 4: Poxor?o
9: Primavera do Leste, 4: Santo Ant?nio do Leste
9: Rondon?polis, 4: Alto Gar?as
9: Rondon?polis, 4: Guiratinga
9: Rondon?polis, 4: Itiquira
9: Rondon?polis, 4: Jaciara
9: Rondon?polis, 4: Pedra Preta
9: Rondon?polis, 4: S?o Jos? do Povo
9: Assis Chateaubriand, 4: Iracema do Oeste
9: Rondon?polis, 4: Tesouro
9: S?o F?lix do Araguaia, 4: Alto Boa Vista
9: S?o F?lix do Araguaia, 4: Bom Jesus do Araguaia
9: S?o F?lix do Araguaia, 4: Canabrava do Norte
9: S?o F?lix do Araguaia, 4: Luci?ra
9: S?o F?lix do Araguaia, 4: Novo Santo Ant?nio
9: S?o F?lix do Araguaia, 4: Serra Nova Dourada
9: S?o F?lix do Araguaia, 4: Alto Boa Vista
9: S?o F?lix do Araguaia, 4: Bom Jesus do Araguaia
9: S?o F?lix do Araguaia, 4: Canabrava do Norte
9: Assis Chateaubriand, 4: Jesu?tas
9: S?o F?lix do Araguaia, 4: Luci?ra
9: S?o F?lix do Araguaia, 4: Novo Santo Ant?nio
9: S?o F?lix do Araguaia, 4: Serra Nova Dourada
9: Sinop, 4: Cl?udia
9: Sinop, 4: Feliz Natal
9: Sinop, 4: Ita?ba
9: Sinop, 4: Marcel?ndia
9: Sinop, 4: Santa Carmem
9: Sinop, 4: Terra Nova do Norte
9: Sinop, 4: Uni?o do Sul
9: Barrac?o, 4: Bom Jesus do Sul
9: Sinop, 4: Vera
9: Sorriso, 4: Feliz Natal
9: Sorriso, 4: Ipiranga do Norte
9: Sorriso, 4: Itanhang?
9: Sorriso, 4: Lucas do Rio Verde
9: Sorriso, 4: Nova Ubirat?
9: Tangar? da Serra, 4: Brasnorte
9: Tangar? da Serra, 4: Campo Novo do Parecis
9: Tangar? da Serra, 4: Nova Ol?mpia
9: An?polis, 4: Abadi?nia
9: Campina da Lagoa, 4: Altamira do Paran?
9: An?polis, 4: Alex?nia
9: An?polis, 4: Campo Limpo de Goi?s
9: An?polis, 4: Cocalzinho de Goi?s
9: An?polis, 4: Corumb? de Goi?s
9: An?polis, 4: Gameleira de Goi?s
9: An?polis, 4: Jes?polis
9: An?polis, 4: Ouro Verde de Goi?s
9: An?polis, 4: Piren?polis
9: An?polis, 4: S?o Francisco de Goi?s
9: Anicuns, 4: Adel?ndia
9: Dois Vizinhos, 4: Boa Esperan?a do Igua?u
9: Caldas Novas, 4: Corumba?ba
9: Caldas Novas, 4: Marzag?o
9: Caldas Novas, 4: Rio Quente
9: Campos Belos, 4: Arraias
9: Campos Belos, 4: Aurora do Tocantins
9: Campos Belos, 4: Combinado
9: Campos Belos, 4: Concei??o do Tocantins
9: Campos Belos, 4: Lavandeira
9: Campos Belos, 4: Novo Alegre
9: Campos Belos, 4: Monte Alegre de Goi?s
9: Ibirama, 4: Vitor Meireles
9: Dois Vizinhos, 4: Cruzeiro do Igua?u
9: Campos Belos, 4: Teresina de Goi?s
9: Catal?o, 4: Anhanguera
9: Catal?o, 4: Campo Alegre de Goi?s
9: Catal?o, 4: Cumari
9: Catal?o, 4: Davin?polis
9: Catal?o, 4: Goiandira
9: Catal?o, 4: Nova Aurora
9: Catal?o, 4: Ouvidor
9: Catal?o, 4: Tr?s Ranchos
9: Ceres, 4: Carmo do Rio Verde
9: Dois Vizinhos, 4: Salto do Lontra
9: Ceres, 4: Guarinos
9: Ceres, 4: Nova Gl?ria
9: Ceres, 4: Pilar de Goi?s
9: Ceres, 4: Rian?polis
9: Ceres, 4: Rubiataba
9: Ceres, 4: Santa Isabel
9: Ceres, 4: S?o Patr?cio
9: Crix?s, 4: Campos Verdes
9: Crix?s, 4: Santa Terezinha de Goi?s
9: Goian?sia, 4: Barro Alto
9: Dois Vizinhos, 4: S?o Jo?o
9: Goian?sia, 4: Santa Rita do Novo Destino
9: Goian?sia, 4: Vila Prop?cio
9: Goi?s, 4: Araguapaz
9: Goi?s, 4: Faina
9: Goi?s, 4: Itapirapu?
9: Goi?s, 4: Matrinch?
9: Goi?s, 4: Moss?medes
9: Inhumas, 4: Ara?u
9: Inhumas, 4: Damol?ndia
9: Ipor?, 4: Amorin?polis
9: Dois Vizinhos, 4: S?o Jorge d'Oeste
9: Ipor?, 4: Aren?polis
9: Ipor?, 4: Diorama
9: Ipor?, 4: Israel?ndia
9: Ipor?, 4: Jaupaci
9: Ipor?, 4: Montes Claros de Goi?s
9: Ipor?, 4: Palestina de Goi?s
9: Itabera?, 4: Heitora?
9: Itabera?, 4: Itaguaru
9: Itapaci, 4: Guarinos
9: Goioer?, 4: Moreira Sales
9: Itapaci, 4: Pilar de Goi?s
9: Itapuranga, 4: Guara?ta
9: Itumbiara, 4: Arapor?
9: Itumbiara, 4: Bom Jesus de Goi?s
9: Itumbiara, 4: Buriti Alegre
9: Itumbiara, 4: Cachoeira Dourada
9: Itumbiara, 4: Goiatuba
9: Itumbiara, 4: Inaciol?ndia
9: Itumbiara, 4: Panam?
9: Jata?, 4: Caiap?nia
9: Goioer?, 4: Quarto Centen?rio
9: Jata?, 4: Perol?ndia
9: Jata?, 4: Serran?polis
9: Jussara, 4: Brit?nia
9: Jussara, 4: Matrinch?
9: Jussara, 4: Novo Brasil
9: Jussara, 4: Santa F? de Goi?s
9: Mineiros, 4: Portel?ndia
9: Mineiros, 4: Santa Rita do Araguaia
9: Morrinhos, 4: ?gua Limpa
9: Morrinhos, 4: Alo?ndia
9: Posse, 4: S?o Domingos
9: Goioer?, 4: Rancho Alegre d'Oeste
9: Morrinhos, 4: Edealina
9: Niquel?ndia, 4: Colinas do Sul
9: Pires do Rio, 4: Orizona
9: Pires do Rio, 4: Palmelo
9: Porangatu, 4: Bon?polis
9: Porangatu, 4: Campina?u
9: Porangatu, 4: Estrela do Norte
9: Porangatu, 4: Formoso
9: Porangatu, 4: Montividiu do Norte
9: Porangatu, 4: Mutun?polis
9: Jandaia do Sul, 4: Bom Sucesso
9: Porangatu, 4: Novo Planalto
9: Porangatu, 4: Santa Tereza de Goi?s
9: Porangatu, 4: Trombas
9: Posse, 4: Alvorada do Norte
9: Posse, 4: Buritin?polis
9: Posse, 4: Damian?polis
9: Posse, 4: Divin?polis de Goi?s
9: Posse, 4: Guarani de Goi?s
9: Posse, 4: Iaciara
9: Posse, 4: Mamba?
9: Jandaia do Sul, 4: Cambira
9: Posse, 4: Nova Roma
9: Posse, 4: Simol?ndia
9: ACP de Manaus, 4: Itacoatiara
9: Rio Verde, 4: Aparecida do Rio Doce
9: Rio Verde, 4: Cachoeira Alta
9: Rio Verde, 4: Ca?u
9: Rio Verde, 4: Castel?ndia
9: Rio Verde, 4: Itarum?
9: Rio Verde, 4: Mauril?ndia
9: Rio Verde, 4: Montividiu
9: Jandaia do Sul, 4: Marumbi
9: Rio Verde, 4: Porteir?o
9: Rio Verde, 4: Quirin?polis
9: Rio Verde, 4: Santa Helena de Goi?s
9: Rio Verde, 4: Santo Ant?nio da Barra
9: Rio Verde, 4: Turvel?ndia
9: Sanclerl?ndia, 4: Buriti de Goi?s
9: S?o Lu?s de Montes Belos, 4: Auril?ndia
9: S?o Lu?s de Montes Belos, 4: Cachoeira de Goi?s
9: S?o Lu?s de Montes Belos, 4: C?rrego do Ouro
9: S?o Lu?s de Montes Belos, 4: Fazenda Nova
9: Ibirama, 4: Vitor Meireles
9: Jandaia do Sul, 4: S?o Pedro do Iva?
9: S?o Lu?s de Montes Belos, 4: Ivol?ndia
9: S?o Lu?s de Montes Belos, 4: Moipor?
9: S?o Miguel do Araguaia, 4: Mundo Novo
9: S?o Miguel do Araguaia, 4: Nova Crix?s
9: Urua?u, 4: Campinorte
9: Urua?u, 4: Hidrolina
9: Urua?u, 4: S?o Lu?z do Norte
9: Porto Velho, 4: Ariquemes
9: Porto Velho, 4: Guajar?-Mirim
9: Porto Velho, 4: Jaru
9: Loanda, 4: Porto Rico
9: Porto Velho, 4: Ji-Paran?
9: Porto Velho, 4: Vilhena
9: Porto Velho, 4: Candeias do Jamari
9: Porto Velho, 4: Itapu? do Oeste
9: Porto Velho, 4: Rio Branco
9: Porto Velho, 4: Humait?
9: Porto Velho, 4: L?brea
9: ACP de Manaus, 4: Anam?
9: ACP de Manaus, 4: Anori
9: ACP de Manaus, 4: Apu?
9: Loanda, 4: Quer?ncia do Norte
9: ACP de Manaus, 4: Autazes
9: ACP de Manaus, 4: Barcelos
9: ACP de Manaus, 4: Beruri
9: ACP de Manaus, 4: Borba
9: ACP de Manaus, 4: Careiro da V?rzea
9: ACP de Manaus, 4: Coari
9: Loanda, 4: Santa Cruz de Monte Castelo
9: ACP de Manaus, 4: Codaj?s
9: ACP de Manaus, 4: Eirunep?
9: ACP de Manaus, 4: Iranduba
9: ACP de Manaus, 4: Manacapuru
9: ACP de Manaus, 4: Manaquiri
9: ACP de Manaus, 4: Manicor?
9: ACP de Manaus, 4: Nova Olinda do Norte
9: ACP de Manaus, 4: Novo Air?o
9: ACP de Manaus, 4: Novo Aripuan?
9: Loanda, 4: Santa Isabel do Iva?
9: ACP de Manaus, 4: Parintins
9: ACP de Manaus, 4: Presidente Figueiredo
9: ACP de Manaus, 4: Rio Preto da Eva
9: ACP de Manaus, 4: Santa Isabel do Rio Negro
9: ACP de Manaus, 4: S?o Gabriel da Cachoeira
9: ACP de Manaus, 4: Silves
9: ACP de Manaus, 4: Tabatinga
9: ACP de Manaus, 4: Tapau?
9: ACP de Manaus, 4: Tef?
9: ACP de Manaus, 4: Urucar?
9: Loanda, 4: Santa M?nica
9: ACP de Manaus, 4: Boa Vista
9: ACP de Bel?m, 4: Abaetetuba
9: ACP de Bel?m, 4: Acar?
9: ACP de Bel?m, 4: Almeirim
9: ACP de Bel?m, 4: Altamira
9: ACP de Bel?m, 4: Anaj?s
9: ACP de Bel?m, 4: Bragan?a
9: ACP de Bel?m, 4: Breves
9: ACP de Bel?m, 4: Bujaru
9: ACP de Bel?m, 4: Cachoeira do Arari
9: ACP de Bel?m, 4: Tucuru?
9: Loanda, 4: S?o Pedro do Paran?
9: ACP de Bel?m, 4: Camet?
9: ACP de Bel?m, 4: Capanema
9: ACP de Bel?m, 4: Capit?o Po?o
9: ACP de Bel?m, 4: Castanhal
9: ACP de Bel?m, 4: Colares
9: ACP de Bel?m, 4: Concei??o do Araguaia
9: ACP de Bel?m, 4: Conc?rdia do Par?
9: ACP de Bel?m, 4: Curu??
9: ACP de Bel?m, 4: Igarap?-A?u
9: ACP de Bel?m, 4: Irituia
9: Medianeira, 4: Missal
9: ACP de Bel?m, 4: Marab?
9: ACP de Bel?m, 4: Mocajuba
9: ACP de Bel?m, 4: Muan?
9: ACP de Bel?m, 4: Paragominas
9: ACP de Bel?m, 4: Ponta de Pedras
9: ACP de Bel?m, 4: Santa B?rbara do Par?
9: ACP de Bel?m, 4: Santa Cruz do Arari
9: ACP de Bel?m, 4: Santa Isabel do Par?
9: Medianeira, 4: Serran?polis do Igua?u
9: ACP de Bel?m, 4: Santar?m
9: ACP de Bel?m, 4: Santo Ant?nio do Tau?
9: ACP de Bel?m, 4: S?o Jo?o de Pirabas
9: ACP de Bel?m, 4: S?o Sebasti?o da Boa Vista
9: ACP de Bel?m, 4: Soure
9: ACP de Bel?m, 4: Tail?ndia
9: ACP de Bel?m, 4: Tom?-A?u
9: ACP de Bel?m, 4: Vigia
9: ACP de Bel?m, 4: ACP de Macap?
9: Nova Londrina, 4: Marilena
9: ACP de Bel?m, 4: Amap? do Maranh?o
9: ACP de Bel?m, 4: Boa Vista do Gurupi
9: ACP de Bel?m, 4: Carutapera
9: ACP de Bel?m, 4: Maraca?um?
9: ACP de Fortaleza, 4: ACP de S?o Lu?s
9: ACP de Fortaleza, 4: ACP de Teresina
9: ACP de Fortaleza, 4: Acarape
9: ACP de Fortaleza, 4: Acara?
9: ACP de Fortaleza, 4: Apuiar?s
9: ACP de Fortaleza, 4: Aracati
9: ACP de Fortaleza, 4: Itapi?na
9: Ibirama, 4: Witmarsum
9: Rio Negro, 4: Campo do Tenente
9: ACP de Fortaleza, 4: Aracoiaba
9: ACP de Fortaleza, 4: Aratuba
9: ACP de Fortaleza, 4: Barreira
9: ACP de Fortaleza, 4: Baturit?
9: ACP de Fortaleza, 4: Beberibe
9: ACP de Fortaleza, 4: Canind?
9: ACP de Fortaleza, 4: Capistrano
9: ACP de Fortaleza, 4: Cascavel
9: ACP de Fortaleza, 4: Catunda
9: ACP de Fortaleza, 4: Chorozinho
9: Roncador, 4: Mato Rico
9: ACP de Fortaleza, 4: Crate?s
9: ACP de Fortaleza, 4: Erer?
9: ACP de Fortaleza, 4: General Sampaio
9: ACP de Fortaleza, 4: Guai?ba
9: ACP de Fortaleza, 4: Guaramiranga
9: ACP de Fortaleza, 4: Horizonte
9: ACP de Fortaleza, 4: Icapu?
9: ACP de Fortaleza, 4: Iguatu
9: ACP de Fortaleza, 4: Iracema
9: ACP de Fortaleza, 4: Itapag?
9: S?o Jo?o do Iva?, 4: Godoy Moreira
9: ACP de Fortaleza, 4: Itapipoca
9: ACP de Fortaleza, 4: Jaguaretama
9: ACP de Fortaleza, 4: Jaguaribara
9: ACP de Fortaleza, 4: Jaguaribe
9: ACP de Fortaleza, 4: ACP de Juazeiro do Norte - Crato - Barbalha
9: ACP de Fortaleza, 4: Limoeiro do Norte
9: ACP de Fortaleza, 4: Morada Nova
9: ACP de Fortaleza, 4: Mulungu
9: ACP de Fortaleza, 4: Ocara
9: Siqueira Campos, 4: Salto do Itarar?
9: ACP de Fortaleza, 4: Pacajus
9: ACP de Fortaleza, 4: Pacoti
9: ACP de Fortaleza, 4: Palm?cia
9: ACP de Fortaleza, 4: Paracuru
9: ACP de Fortaleza, 4: Paraipaba
9: ACP de Fortaleza, 4: Pentecoste
9: ACP de Fortaleza, 4: Pindoretama
9: ACP de Fortaleza, 4: Quixad?
9: ACP de Fortaleza, 4: Reden??o
9: ACP de Fortaleza, 4: Russas
9: Ararangu?, 4: Balne?rio Arroio do Silva
9: ACP de Fortaleza, 4: S?o Gon?alo do Amarante
9: ACP de Fortaleza, 4: S?o Lu?s do Curu
9: ACP de Fortaleza, 4: Sobral
9: ACP de Fortaleza, 4: Tabuleiro do Norte
9: ACP de Fortaleza, 4: Tau?
9: ACP de Fortaleza, 4: Teju?uoca
9: ACP de Fortaleza, 4: Trairi
9: ACP de Fortaleza, 4: ACP de Natal
9: ACP de Recife, 4: ACP de Natal
9: ACP de Recife, 4: ACP de Jo?o Pessoa
9: Ararangu?, 4: Balne?rio Arroio do Silva
9: ACP de Recife, 4: Afogados da Ingazeira
9: ACP de Recife, 4: Amaraji
9: ACP de Recife, 4: Ara?oiaba
9: ACP de Recife, 4: Araripina
9: ACP de Recife, 4: Arcoverde
9: ACP de Recife, 4: Barreiros
9: ACP de Recife, 4: Bezerros
9: ACP de Recife, 4: Bom Jardim
9: ACP de Recife, 4: Buenos Aires
9: ACP de Recife, 4: Camutanga
9: Ararangu?, 4: Ermo
9: ACP de Recife, 4: Carpina
9: ACP de Recife, 4: Caruaru
9: ACP de Recife, 4: Catende
9: ACP de Recife, 4: Ch? Grande
9: ACP de Recife, 4: Cort?s
9: ACP de Recife, 4: Fernando de Noronha
9: ACP de Recife, 4: Garanhuns
9: ACP de Recife, 4: Gl?ria do Goit?
9: ACP de Recife, 4: Goiana
9: Ararangu?, 4: Ermo
9: ACP de Recife, 4: Ipojuca
9: ACP de Recife, 4: Itamb?
9: ACP de Recife, 4: Itaquitinga
9: ACP de Recife, 4: Jo?o Alfredo
9: ACP de Recife, 4: Limoeiro
9: ACP de Recife, 4: Nazar? da Mata
9: ACP de Recife, 4: Orob?
9: ACP de Recife, 4: Palmares
9: ACP de Recife, 4: Pesqueira
9: ACP de Recife, 4: ACP de Petrolina - Juazeiro
9: Ararangu?, 4: Jacinto Machado
9: ACP de Recife, 4: Primavera
9: ACP de Recife, 4: Ribeir?o
9: ACP de Recife, 4: Rio Formoso
9: ACP de Recife, 4: Salgueiro
9: ACP de Recife, 4: S?o Jos? da Coroa Grande
9: ACP de Recife, 4: Serra Talhada
9: ACP de Recife, 4: Sirinha?m
9: ACP de Recife, 4: Surubim
9: ACP de Recife, 4: Tamandar?
9: ACP de Recife, 4: Timba?ba
9: Ararangu?, 4: Jacinto Machado
9: ACP de Recife, 4: Vic?ncia
9: ACP de Recife, 4: Vit?ria de Santo Ant?o
9: ACP de Recife, 4: ACP de Macei?
9: ACP de Salvador, 4: ACP de Petrolina - Juazeiro
9: ACP de Salvador, 4: ACP de Aracaju
9: ACP de Salvador, 4: Alagoinhas
9: ACP de Salvador, 4: Andara?
9: ACP de Salvador, 4: Anguera
9: ACP de Salvador, 4: Barreiras
9: ACP de Salvador, 4: Cansan??o
9: Ibirama, 4: Witmarsum
9: Ararangu?, 4: Maracaj?
9: ACP de Salvador, 4: Capim Grosso
9: ACP de Salvador, 4: Catu
9: ACP de Salvador, 4: Conde
9: ACP de Salvador, 4: Cruz das Almas
9: ACP de Salvador, 4: Esplanada
9: ACP de Salvador, 4: ACP de Feira de Santana
9: ACP de Salvador, 4: ACP de Ilh?us - Itabuna
9: ACP de Salvador, 4: Inhambupe
9: ACP de Salvador, 4: Irec?
9: ACP de Salvador, 4: Itaberaba
9: Ararangu?, 4: Maracaj?
9: ACP de Salvador, 4: Itanagra
9: ACP de Salvador, 4: Itapicuru
9: ACP de Salvador, 4: Jacobina
9: ACP de Salvador, 4: Jequi?
9: ACP de Salvador, 4: Maragogipe
9: ACP de Salvador, 4: Monte Santo
9: ACP de Salvador, 4: Mundo Novo
9: ACP de Salvador, 4: Muritiba
9: ACP de Salvador, 4: Nazar?
9: ACP de Salvador, 4: Paulo Afonso
9: Ararangu?, 4: Meleiro
9: ACP de Salvador, 4: Pojuca
9: ACP de Salvador, 4: Ribeira do Pombal
9: ACP de Salvador, 4: Rio Real
9: ACP de Salvador, 4: Salinas da Margarida
9: ACP de Salvador, 4: Santa In?s
9: ACP de Salvador, 4: Santo Amaro
