9: nome_desti, 4: nome_orige
9: Avar?, 4: Coronel Macedo
9: Fronteiras, 4: S?o Juli?o
9: Avar?, 4: Iaras
9: Avar?, 4: Ita?
9: Avar?, 4: Manduri
9: Avar?, 4: ?leo
9: Avar?, 4: Paranapanema
9: Avar?, 4: Piraju
9: Avar?, 4: Tagua?
9: Avar?, 4: Taquarituba
9: Barretos, 4: Bebedouro
9: Barretos, 4: Colina
9: Gilbu?s, 4: Barreiras do Piau?
9: Barretos, 4: Col?mbia
9: Barretos, 4: Gua?ra
9: Barretos, 4: Jaborandi
9: Bragan?a Paulista, 4: Camanducaia
9: Bragan?a Paulista, 4: Extrema
9: Bragan?a Paulista, 4: Munhoz
9: Bragan?a Paulista, 4: Toledo
9: Bragan?a Paulista, 4: Joan?polis
9: Bragan?a Paulista, 4: Pedra Bela
9: Bragan?a Paulista, 4: Pinhalzinho
9: Gilbu?s, 4: Monte Alegre do Piau?
9: Bragan?a Paulista, 4: Tuiuti
9: Bragan?a Paulista, 4: Vargem
9: Catanduva, 4: Ariranha
9: Catanduva, 4: Catigu?
9: Catanduva, 4: Elisi?rio
9: Catanduva, 4: Emba?ba
9: Catanduva, 4: Fernando Prestes
9: Catanduva, 4: Itajobi
9: Catanduva, 4: Marapoama
9: Catanduva, 4: Novais
9: Jaic?s, 4: Bel?m do Piau?
9: Catanduva, 4: Novo Horizonte
9: Catanduva, 4: Palmares Paulista
9: Catanduva, 4: Para?so
9: Catanduva, 4: Pindorama
9: Catanduva, 4: Pirangi
9: Catanduva, 4: Santa Ad?lia
9: Ja?, 4: Pederneiras
9: Catanduva, 4: Tabapu?
9: Catanduva, 4: Urup?s
9: Dracena, 4: Flora Rica
9: Dracena, 4: Irapuru
9: Jaic?s, 4: Massap? do Piau?
9: Dracena, 4: Junqueir?polis
9: Dracena, 4: Monte Castelo
9: Dracena, 4: Nova Guataporanga
9: Dracena, 4: Ouro Verde
9: Dracena, 4: Panorama
9: Dracena, 4: Paulic?ia
9: Dracena, 4: Santa Mercedes
9: Dracena, 4: S?o Jo?o do Pau d'Alho
9: Dracena, 4: Tupi Paulista
9: Fernand?polis, 4: Estrela d'Oeste
9: Desterro, 4: Cacimbas
9: Paulistana, 4: Acau?
9: Fernand?polis, 4: Guarani d'Oeste
9: Fernand?polis, 4: Indiapor?
9: Itapeva, 4: Buri
9: Fernand?polis, 4: Maced?nia
9: Fernand?polis, 4: Meridiano
9: Fernand?polis, 4: Mira Estrela
9: Fernand?polis, 4: Ouroeste
9: Fernand?polis, 4: Pedran?polis
9: Fernand?polis, 4: S?o Jo?o das Duas Pontes
9: Fernand?polis, 4: S?o Jo?o de Iracema
9: Fernand?polis, 4: Suzan?polis
9: Paulistana, 4: Bet?nia do Piau?
9: Franca, 4: Capetinga
9: Franca, 4: C?ssia
9: Franca, 4: Claraval
9: Franca, 4: Delfin?polis
9: Franca, 4: Ibiraci
9: Franca, 4: Sacramento
9: Franca, 4: Cristais Paulista
9: Franca, 4: Itirapu?
9: Franca, 4: Jeriquara
9: Franca, 4: Patroc?nio Paulista
9: Paulistana, 4: Jacobina do Piau?
9: Franca, 4: Pedregulho
9: Franca, 4: Ribeir?o Corrente
9: Franca, 4: Rifaina
9: Franca, 4: S?o Joaquim da Barra
9: Franca, 4: S?o Jos? da Bela Vista
9: Gar?a, 4: Fern?o
9: Guaratinguet?, 4: Aparecida
9: Guaratinguet?, 4: Cruzeiro
9: Guaratinguet?, 4: Cunha
9: Paulistana, 4: Patos do Piau?
9: Guaratinguet?, 4: Lorena
9: Guaratinguet?, 4: Potim
9: Itapetininga, 4: Alambari
9: Itapetininga, 4: Angatuba
9: Itapetininga, 4: Campina do Monte Alegre
9: Itapetininga, 4: Guare?
9: Itapetininga, 4: S?o Miguel Arcanjo
9: Itapetininga, 4: Sarapu?
9: Itapeva, 4: Apia?
9: Itapeva, 4: Barra do Chap?u
9: Paulistana, 4: Queimada Nova
9: Itapeva, 4: Bom Sucesso de Itarar?
9: Lins, 4: Cafel?ndia
9: Itapeva, 4: Guapiara
9: Itapeva, 4: Itaber?
9: Itapeva, 4: Ita?ca
9: Itapeva, 4: Itapirapu? Paulista
9: Itapeva, 4: Itarar?
9: Itapeva, 4: Nova Campina
9: Itapeva, 4: Ribeir?o Branco
9: Itapeva, 4: Ribeir?o Grande
9: Piracuruca, 4: S?o Jos? do Divino
9: Itapeva, 4: Taquariva?
9: It?polis, 4: Borborema
9: Ituverava, 4: Buritizal
9: Ituverava, 4: Guar?
9: Ituverava, 4: Miguel?polis
9: Jales, 4: Aparecida d'Oeste
9: Jales, 4: Asp?sia
9: Jales, 4: Dirce Reis
9: Jales, 4: Dolcin?polis
9: Jales, 4: Mes?polis
9: S?o Miguel do Tapuio, 4: Assun??o do Piau?
9: Jales, 4: Palmeira d'Oeste
9: Jales, 4: Paranapu?
9: Jales, 4: Pontalinda
9: Jales, 4: Populina
9: Jales, 4: Santa Albertina
9: Jales, 4: Santa Salete
9: Jales, 4: S?o Francisco
9: Jales, 4: Suzan?polis
9: Jales, 4: Turmalina
9: Jales, 4: Ur?nia
9: Uru?u?, 4: Benedito Leite
9: Jales, 4: Vit?ria Brasil
9: Ja?, 4: Bariri
9: Ja?, 4: Barra Bonita
9: Ja?, 4: Bocaina
9: Ja?, 4: Borac?ia
9: Ja?, 4: Brotas
9: Ja?, 4: Dois C?rregos
9: Ja?, 4: Itapu?
9: Ja?, 4: Mineiros do Tiet?
9: Uru?u?, 4: S?o Domingos do Azeit?o
9: Ja?, 4: Torrinha
9: Limeira, 4: Cordeir?polis
9: Limeira, 4: Engenheiro Coelho
9: Limeira, 4: Iracem?polis
9: Lins, 4: Guai?ara
9: Lins, 4: Guarant?
9: Lins, 4: Promiss?o
9: Lins, 4: Sabino
9: Lins, 4: Uru
9: Uru?u?, 4: Baixa Grande do Ribeiro
9: Mat?o, 4: Dobrada
9: Mococa, 4: Arceburgo
9: Mogi Gua?u, 4: Estiva Gerbi
9: Monte Alto, 4: Vista Alegre do Alto
9: Monte Apraz?vel, 4: Nipo?
9: Ol?mpia, 4: Cajobi
9: Ol?mpia, 4: Guaraci
9: Ol?mpia, 4: Sever?nia
9: Orl?ndia, 4: Nuporanga
9: ACP de Manaus, 4: Carauari
9: Osvaldo Cruz, 4: In?bia Paulista
9: Pianc?, 4: Aguiar
9: Uru?u?, 4: Ribeiro Gon?alves
9: Osvaldo Cruz, 4: Sagres
9: Osvaldo Cruz, 4: Salmour?o
9: Piracicaba, 4: ?guas de S?o Pedro
9: Rio Branco, 4: Pl?cido de Castro
9: Piracicaba, 4: Capivari
9: Piracicaba, 4: Charqueada
9: Piracicaba, 4: Laranjal Paulista
9: Piracicaba, 4: Rio Claro
9: Piracicaba, 4: Rio das Pedras
9: Piracicaba, 4: Saltinho
9: Piracicaba, 4: Santa Maria da Serra
9: A?u, 4: Afonso Bezerra
9: Piracicaba, 4: S?o Pedro
9: Piraju, 4: Fartura
9: Piraju, 4: Sarutai?
9: Piraju, 4: Tejup?
9: Piraju, 4: Timburi
9: Presidente Epit?cio, 4: Caiu?
9: Presidente Epit?cio, 4: Santa Rita do Pardo
9: Presidente Venceslau, 4: Marab? Paulista
9: Presidente Venceslau, 4: Piquerobi
9: Rancharia, 4: Jo?o Ramalho
9: A?u, 4: Afonso Bezerra
9: Registro, 4: Barra do Turvo
9: Registro, 4: Cajati
9: Registro, 4: Canan?ia
9: Registro, 4: Eldorado
9: Registro, 4: Iguape
9: Registro, 4: Ilha Comprida
9: Registro, 4: Iporanga
9: Registro, 4: Jacupiranga
9: Registro, 4: Juqui?
9: Registro, 4: Miracatu
9: A?u, 4: Alto do Rodrigues
9: Registro, 4: Pariquera-A?u
9: Registro, 4: Sete Barras
9: Santa Cruz do Rio Pardo, 4: Esp?rito Santo do Turvo
9: Santa Cruz do Rio Pardo, 4: S?o Pedro do Turvo
9: Santa F? do Sul, 4: Nova Cana? Paulista
9: S?o Manuel, 4: Arei?polis
9: Santa F? do Sul, 4: Rubin?ia
9: Santa F? do Sul, 4: Santa Clara d'Oeste
9: Santa F? do Sul, 4: Santana da Ponte Pensa
9: Santa F? do Sul, 4: Santa Rita d'Oeste
9: Santa F? do Sul, 4: Tr?s Fronteiras
9: A?u, 4: Alto do Rodrigues
9: Para?so do Tocantins, 4: Divin?polis do Tocantins
9: Tef?, 4: Tonantins
9: Santa F? do Sul, 4: Aparecida do Taboado
9: S?o Jo?o da Boa Vista, 4: Agua?
9: S?o Jo?o da Boa Vista, 4: ?guas da Prata
9: S?o Jo?o da Boa Vista, 4: Casa Branca
9: S?o Jo?o da Boa Vista, 4: Esp?rito Santo do Pinhal
9: S?o Jo?o da Boa Vista, 4: Vargem Grande do Sul
9: S?o Jos? do Rio Pardo, 4: Caconde
9: S?o Jos? do Rio Pardo, 4: Divinol?ndia
9: S?o Jos? do Rio Pardo, 4: Itobi
9: S?o Jos? do Rio Pardo, 4: S?o Sebasti?o da Grama
9: A?u, 4: Angicos
9: S?o Jos? do Rio Pardo, 4: Tapiratiba
9: S?o Manuel, 4: Prat?nia
9: Taquaritinga, 4: C?ndido Rodrigues
9: Taquaritinga, 4: Santa Ernestina
9: Tatu?, 4: Ces?rio Lange
9: Tatu?, 4: Pereiras
9: Tatu?, 4: Porangaba
9: Tatu?, 4: Quadra
9: Tatu?, 4: Torre de Pedra
9: A?u, 4: Angicos
9: Tiet?, 4: Jumirim
9: Tup?, 4: Arco-?ris
9: Tup?, 4: Bastos
9: Tup?, 4: Hercul?ndia
9: Tup?, 4: Iacri
9: Tup?, 4: Parapu?
9: Tup?, 4: Queiroz
9: Tup?, 4: Rin?polis
9: Votuporanga, 4: ?lvares Florence
9: Votuporanga, 4: Am?rico de Campos
9: A?u, 4: Carnaubais
9: Votuporanga, 4: Cardoso
9: Ji-Paran?, 4: Alvorada d'Oeste
9: Votuporanga, 4: Cosmorama
9: Votuporanga, 4: Floreal
9: Votuporanga, 4: Nhandeara
9: Votuporanga, 4: Parisi
9: Votuporanga, 4: Pontes Gestal
9: Votuporanga, 4: Riol?ndia
9: Votuporanga, 4: Sebastian?polis do Sul
9: Votuporanga, 4: Valentim Gentil
9: Andir?, 4: Barra do Jacar?
9: A?u, 4: Carnaubais
9: Apucarana, 4: Borraz?polis
9: Apucarana, 4: Calif?rnia
9: Apucarana, 4: Cruzmaltina
9: Apucarana, 4: Jandaia do Sul
9: Apucarana, 4: Kalor?
9: Apucarana, 4: Maril?ndia do Sul
9: Apucarana, 4: Mau? da Serra
9: Apucarana, 4: Novo Itacolomi
9: Apucarana, 4: Rio Bom
9: Arapongas, 4: Pitangueiras
9: ACP de Manaus, 4: Careiro
9: A?u, 4: Fernando Pedroza
9: Arapongas, 4: Sab?udia
9: Bandeirantes, 4: Itambarac?
9: Campo Mour?o, 4: Araruna
9: Campo Mour?o, 4: Barbosa Ferraz
9: Campo Mour?o, 4: Boa Esperan?a
9: Campo Mour?o, 4: Campina da Lagoa
9: Campo Mour?o, 4: Corumbata? do Sul
9: Campo Mour?o, 4: Farol
9: Campo Mour?o, 4: F?nix
9: Rio Branco, 4: Santa Rosa do Purus
9: Campo Mour?o, 4: Goioer?
9: Pianc?, 4: Santana dos Garrotes
9: A?u, 4: Fernando Pedroza
9: Campo Mour?o, 4: Iretama
9: Campo Mour?o, 4: Jani?polis
9: Campo Mour?o, 4: Juranda
9: Campo Mour?o, 4: Luiziana
9: Campo Mour?o, 4: Mambor?
9: Campo Mour?o, 4: Nova Cantu
9: Campo Mour?o, 4: Nova Tebas
9: Ji-Paran?, 4: Nova Uni?o
9: Campo Mour?o, 4: Peabiru
9: Campo Mour?o, 4: Quinta do Sol
9: Campo Mour?o, 4: Roncador
9: A?u, 4: Ipangua?u
9: Campo Mour?o, 4: Terra Boa
9: Campo Mour?o, 4: Ubirat?
9: Capanema, 4: P?rola d'Oeste
9: Chopinzinho, 4: Saudade do Igua?u
9: Chopinzinho, 4: Sulina
9: Cianorte, 4: Guaporema
9: Cianorte, 4: Indian?polis
9: Cianorte, 4: Japur?
9: Cianorte, 4: Jussara
9: Cianorte, 4: Rondon
9: A?u, 4: Ipangua?u
9: Cianorte, 4: S?o Manoel do Paran?
9: Cianorte, 4: S?o Tom?
9: Cianorte, 4: Tapejara
9: Cianorte, 4: Terra Boa
9: Cianorte, 4: Tuneiras do Oeste
9: Corn?lio Proc?pio, 4: Congonhinhas
9: Corn?lio Proc?pio, 4: Le?polis
9: Corn?lio Proc?pio, 4: Nova Am?rica da Colina
9: Corn?lio Proc?pio, 4: Nova F?tima
9: Corn?lio Proc?pio, 4: Nova Santa B?rbara
9: A?u, 4: Itaj?
9: Corn?lio Proc?pio, 4: Rancho Alegre
9: Corn?lio Proc?pio, 4: Santa Am?lia
9: Corn?lio Proc?pio, 4: Santa Mariana
9: Corn?lio Proc?pio, 4: Santo Ant?nio do Para?so
9: Corn?lio Proc?pio, 4: S?o Sebasti?o da Amoreira
9: Corn?lio Proc?pio, 4: Sertaneja
9: Corn?lio Proc?pio, 4: Ura?
9: Coronel Vivida, 4: Hon?rio Serpa
9: Coronel Vivida, 4: Mangueirinha
9: Faxinal, 4: Cruzmaltina
9: A?u, 4: Itaj?
9: Faxinal, 4: Grandes Rios
9: Foz do Igua?u, 4: Itaipul?ndia
9: Foz do Igua?u, 4: Medianeira
9: Foz do Igua?u, 4: Santa Terezinha de Itaipu
9: Foz do Igua?u, 4: S?o Miguel do Igua?u
9: Francisco Beltr?o, 4: Amp?re
9: Francisco Beltr?o, 4: Barrac?o
9: Francisco Beltr?o, 4: Bela Vista da Caroba
9: Francisco Beltr?o, 4: Dois Vizinhos
9: Francisco Beltr?o, 4: En?as Marques
9: A?u, 4: Lajes
9: Francisco Beltr?o, 4: Flor da Serra do Sul
9: Francisco Beltr?o, 4: Manfrin?polis
9: Francisco Beltr?o, 4: Marmeleiro
9: Francisco Beltr?o, 4: Nova Esperan?a do Sudoeste
9: Francisco Beltr?o, 4: Nova Prata do Igua?u
9: Francisco Beltr?o, 4: Pinhal de S?o Bento
9: Francisco Beltr?o, 4: Pranchita
9: Francisco Beltr?o, 4: Realeza
9: Francisco Beltr?o, 4: Renascen?a
9: Francisco Beltr?o, 4: Salgado Filho
9: A?u, 4: Lajes
9: Francisco Beltr?o, 4: Santa Izabel do Oeste
9: Francisco Beltr?o, 4: Santo Ant?nio do Sudoeste
9: ACP de Bel?m, 4: Salin?polis
9: Francisco Beltr?o, 4: Ver?
9: Francisco Beltr?o, 4: Campo Er?
9: Gua?ra, 4: Terra Roxa
9: Ibaiti, 4: Conselheiro Mairinck
9: Ibaiti, 4: Jaboti
9: Ibaiti, 4: Japira
9: Ibaiti, 4: Pinhal?o
9: Ibaiti, 4: Tomazina
9: A?u, 4: Para?
9: Irati, 4: Fernandes Pinheiro
9: Irati, 4: Guamiranga
9: Irati, 4: Imbituva
9: Irati, 4: Mallet
9: Irati, 4: Rebou?as
9: Irati, 4: Rio Azul
9: Irati, 4: Teixeira Soares
9: Ivaipor?, 4: Arapu?
9: Ivaipor?, 4: Ariranha do Iva?
9: Ivaipor?, 4: C?ndido de Abreu
9: A?u, 4: Para?
9: Ivaipor?, 4: Grandes Rios
9: Ivaipor?, 4: Lidian?polis
9: Ivaipor?, 4: Lunardelli
9: Ivaipor?, 4: Manoel Ribas
9: Ivaipor?, 4: Rio Branco do Iva?
9: Ivaipor?, 4: Ros?rio do Iva?
9: Ivaipor?, 4: S?o Jo?o do Iva?
9: Jacarezinho, 4: Cambar?
9: Jacarezinho, 4: Ribeir?o Claro
9: Jaguaria?va, 4: Arapoti
9: A?u, 4: Pend?ncias
9: Laranjeiras do Sul, 4: Foz do Jord?o
9: Laranjeiras do Sul, 4: Marquinho
9: Laranjeiras do Sul, 4: Nova Laranjeiras
9: Laranjeiras do Sul, 4: Porto Barreiro
9: Laranjeiras do Sul, 4: Rio Bonito do Igua?u
9: Laranjeiras do Sul, 4: Virmond
9: Marechal C?ndido Rondon, 4: Entre Rios do Oeste
9: Marechal C?ndido Rondon, 4: Mercedes
9: Marechal C?ndido Rondon, 4: Nova Santa Rosa
9: Marechal C?ndido Rondon, 4: Pato Bragado
9: Pombal, 4: Cajazeirinhas
9: ACP de Bel?m, 4: Salvaterra
9: A?u, 4: Pend?ncias
9: Marechal C?ndido Rondon, 4: Quatro Pontes
9: Palmas, 4: Coronel Domingos Soares
9: Palmeira, 4: S?o Jo?o do Triunfo
9: Paranacity, 4: Inaj?
9: Paranava?, 4: Alto Paran?
9: Paranava?, 4: Amapor?
9: Paranava?, 4: Diamante do Norte
9: Paranava?, 4: Guaira??
9: Paranava?, 4: Ita?na do Sul
9: Paranava?, 4: Loanda
9: A?u, 4: Porto do Mangue
9: Paranava?, 4: Mirador
9: Paranava?, 4: Nova Alian?a do Iva?
9: Paranava?, 4: Nova Londrina
9: Paranava?, 4: Para?so do Norte
9: Paranava?, 4: Planaltina do Paran?
9: Paranava?, 4: Santo Ant?nio do Caiu?
9: Paranava?, 4: S?o Carlos do Iva?
9: Paranava?, 4: S?o Jo?o do Caiu?
9: Paranava?, 4: Tamboara
9: Paranava?, 4: Terra Rica
9: A?u, 4: Porto do Mangue
9: Pitanga, 4: Boa Ventura de S?o Roque
9: Pitanga, 4: Laranjal
9: Pitanga, 4: Nova Tebas
9: Pitanga, 4: Santa Maria do Oeste
9: Prudent?polis, 4: Guamiranga
9: Prudent?polis, 4: Guamiranga
9: Quedas do Igua?u, 4: Espig?o Alto do Igua?u
9: Santo Ant?nio da Platina, 4: Abati?
9: Santo Ant?nio da Platina, 4: Barra do Jacar?
9: Santo Ant?nio da Platina, 4: Carl?polis
9: A?u, 4: S?o Rafael
9: Santo Ant?nio da Platina, 4: Guapirama
9: Santo Ant?nio da Platina, 4: Joaquim T?vora
9: Santo Ant?nio da Platina, 4: Jundia? do Sul
9: Santo Ant?nio da Platina, 4: Quatigu?
9: Blumenau, 4: Gaspar
9: Santo Ant?nio da Platina, 4: Siqueira Campos
9: Santo Ant?nio da Platina, 4: Tomazina
9: S?o Mateus do Sul, 4: Ant?nio Olinto
9: Tel?maco Borba, 4: Curi?va
9: Tel?maco Borba, 4: Imba?
9: Tel?maco Borba, 4: Ortigueira
9: A?u, 4: S?o Rafael
9: Tel?maco Borba, 4: Reserva
9: Tel?maco Borba, 4: Tibagi
9: Tel?maco Borba, 4: Ventania
9: Toledo, 4: Assis Chateaubriand
9: Toledo, 4: Marip?
9: Toledo, 4: Ouro Verde do Oeste
9: Toledo, 4: Palotina
9: Toledo, 4: S?o Jos? das Palmeiras
9: Toledo, 4: S?o Pedro do Igua?u
9: Blumenau, 4: Api?na
9: A?u, 4: Triunfo Potiguar
9: Blumenau, 4: Ascurra
9: Blumenau, 4: Balne?rio Cambori?
9: Blumenau, 4: Benedito Novo
9: Blumenau, 4: Brusque
9: Blumenau, 4: Indaial
9: Blumenau, 4: Pomerode
9: Blumenau, 4: Presidente Get?lio
9: Blumenau, 4: Rio do Sul
9: Blumenau, 4: Timb?
9: A?u, 4: Triunfo Potiguar
9: Blumenau, 4: Api?na
9: Blumenau, 4: Ascurra
9: Blumenau, 4: Balne?rio Cambori?
9: Blumenau, 4: Benedito Novo
9: Blumenau, 4: Brusque
9: Blumenau, 4: Gaspar
9: Blumenau, 4: Indaial
9: Blumenau, 4: Pomerode
9: Blumenau, 4: Presidente Get?lio
9: Blumenau, 4: Rio do Sul
9: Alexandria, 4: Pil?es
9: Blumenau, 4: Timb?
9: Ca?ador, 4: Lebon R?gis
9: Ca?ador, 4: Matos Costa
9: Ca?ador, 4: Timb? Grande
9: ACP de Recife, 4: Gravat?
9: Ca?ador, 4: Videira
9: Ca?ador, 4: Lebon R?gis
9: Ca?ador, 4: Matos Costa
9: Ca?ador, 4: Timb? Grande
9: Ca?ador, 4: Videira
9: Chapec?, 4: ?guas de Chapec?
9: Alexandria, 4: Pil?es
9: Chapec?, 4: ?guas Frias
9: Chapec?, 4: Arvoredo
9: Chapec?, 4: Caibi
9: Chapec?, 4: Caxambu do Sul
9: Chapec?, 4: Conc?rdia
9: Chapec?, 4: Cordilheira Alta
9: Chapec?, 4: Coronel Freitas
9: Chapec?, 4: Cunhata?
9: Chapec?, 4: Formosa do Sul
9: Chapec?, 4: Guatamb?
9: Apodi, 4: Rodolfo Fernandes
9: Chapec?, 4: Irati
9: Chapec?, 4: Jardin?polis
9: Chapec?, 4: Maravilha
9: Chapec?, 4: Modelo
9: Chapec?, 4: Monda?
9: Chapec?, 4: Nova Erechim
9: Chapec?, 4: Nova Itaberaba
9: Chapec?, 4: Palmitos
9: Chapec?, 4: Pinhalzinho
9: Chapec?, 4: Planalto Alegre
9: Pombal, 4: Condado
9: Apodi, 4: Rodolfo Fernandes
9: Chapec?, 4: Quilombo
9: Chapec?, 4: Riqueza
9: Chapec?, 4: Santiago do Sul
9: Chapec?, 4: S?o Carlos
9: Chapec?, 4: S?o Louren?o do Oeste
9: Chapec?, 4: S?o Miguel do Oeste
9: Chapec?, 4: Seara
9: Chapec?, 4: Serra Alta
9: Chapec?, 4: Uni?o do Oeste
9: Chapec?, 4: Xanxer?
9: Apodi, 4: Severiano Melo
9: Ji-Paran?, 4: S?o Francisco do Guapor?
9: Chapec?, 4: Xaxim
9: Chapec?, 4: Alpestre
9: Chapec?, 4: Nonoai
9: Chapec?, 4: Planalto
9: Chapec?, 4: Trindade do Sul
9: Chapec?, 4: ?guas de Chapec?
9: Chapec?, 4: ?guas Frias
9: Chapec?, 4: Arvoredo
9: Chapec?, 4: Caibi
9: Chapec?, 4: Caxambu do Sul
9: Apodi, 4: Severiano Melo
9: Chapec?, 4: Conc?rdia
9: Chapec?, 4: Cordilheira Alta
9: Chapec?, 4: Coronel Freitas
9: Chapec?, 4: Cunhata?
9: Chapec?, 4: Formosa do Sul
9: Chapec?, 4: Guatamb?
9: Chapec?, 4: Irati
9: Chapec?, 4: Jardin?polis
9: Chapec?, 4: Maravilha
9: Ji-Paran?, 4: Seringueiras
9: Chapec?, 4: Modelo
9: Parelhas, 4: Equador
9: Chapec?, 4: Monda?
9: Chapec?, 4: Nova Erechim
9: Chapec?, 4: Nova Itaberaba
9: Chapec?, 4: Palmitos
9: Chapec?, 4: Pinhalzinho
9: Chapec?, 4: Planalto Alegre
9: Chapec?, 4: Quilombo
9: Chapec?, 4: Riqueza
9: Chapec?, 4: Santiago do Sul
9: Chapec?, 4: S?o Carlos
9: Parelhas, 4: Equador
9: Chapec?, 4: S?o Louren?o do Oeste
9: Chapec?, 4: S?o Miguel do Oeste
9: Chapec?, 4: Seara
9: Chapec?, 4: Serra Alta
9: Chapec?, 4: Uni?o do Oeste
9: Chapec?, 4: Xanxer?
9: Chapec?, 4: Xaxim
9: ACP de Goi?nia, 4: Indiara
9: Chapec?, 4: Alpestre
9: Chapec?, 4: Nonoai
9: Chapec?, 4: Planalto
9: Parelhas, 4: Santana do Serid?
9: Chapec?, 4: Trindade do Sul
9: Crici?ma, 4: Ararangu?
9: Crici?ma, 4: Cocal do Sul
9: Crici?ma, 4: Forquilhinha
9: Crici?ma, 4: I?ara
9: Crici?ma, 4: Lauro Muller
9: Crici?ma, 4: Morro da Fuma?a
9: Crici?ma, 4: Nova Veneza
9: Crici?ma, 4: Orleans
9: Crici?ma, 4: Sider?polis
9: Parelhas, 4: Santana do Serid?
9: Crici?ma, 4: Treviso
9: Crici?ma, 4: Urussanga
9: Crici?ma, 4: Ararangu?
9: Crici?ma, 4: Cocal do Sul
9: Crici?ma, 4: Forquilhinha
9: Ji-Paran?, 4: Teixeir?polis
9: Crici?ma, 4: I?ara
9: Crici?ma, 4: Lauro Muller
9: Crici?ma, 4: Morro da Fuma?a
9: Crici?ma, 4: Nova Veneza
9: Crici?ma, 4: Orleans
9: Patu, 4: Almino Afonso
9: Crici?ma, 4: Sider?polis
9: Crici?ma, 4: Treviso
9: Crici?ma, 4: Urussanga
9: Imbituba, 4: Garopaba
9: Imbituba, 4: Imaru?
9: Imbituba, 4: Garopaba
9: Imbituba, 4: Imaru?
9: Itaja?, 4: Balne?rio Cambori?
9: Itaja?, 4: Bombinhas
9: Itaja?, 4: Ilhota
9: Patu, 4: Almino Afonso
9: Itaja?, 4: Luiz Alves
9: Itaja?, 4: Navegantes
9: Itaja?, 4: Penha
9: Itaja?, 4: Pi?arras
9: Itaja?, 4: Balne?rio Cambori?
9: Itaja?, 4: Bombinhas
9: Itaja?, 4: Ilhota
9: Itaja?, 4: Luiz Alves
9: Itaja?, 4: Navegantes
9: Itaja?, 4: Penha
9: Patu, 4: Ant?nio Martins
9: Itaja?, 4: Pi?arras
9: Joa?aba, 4: ?gua Doce
9: Joa?aba, 4: Campos Novos
9: Joa?aba, 4: Capinzal
9: Joa?aba, 4: Catanduvas
9: Joa?aba, 4: Erval Velho
9: Joa?aba, 4: Herval d'Oeste
9: Joa?aba, 4: Ibicar?
9: Joa?aba, 4: Jabor?
9: Joa?aba, 4: Lacerd?polis
9: Pombal, 4: Lagoa
9: Patu, 4: Ant?nio Martins
9: Joa?aba, 4: Luzerna
9: Ji-Paran?, 4: Urup?
9: Joa?aba, 4: Treze T?lias
9: Joa?aba, 4: Vargem Bonita
9: Joa?aba, 4: ?gua Doce
9: Joa?aba, 4: Campos Novos
9: Joa?aba, 4: Capinzal
9: Joa?aba, 4: Catanduvas
9: Joa?aba, 4: Erval Velho
9: Joa?aba, 4: Herval d'Oeste
9: Joa?aba, 4: Ibicar?
9: Patu, 4: Rafael Godeiro
9: Joa?aba, 4: Jabor?
9: Joa?aba, 4: Lacerd?polis
9: Joa?aba, 4: Luzerna
9: Joa?aba, 4: Treze T?lias
9: Joa?aba, 4: Vargem Bonita
9: Lages, 4: Anita Garibaldi
9: Lages, 4: Bocaina do Sul
9: Lages, 4: Bom Jardim da Serra
9: Lages, 4: Bom Retiro
9: Lages, 4: Cap?o Alto
9: Ji-Paran?, 4: Vale do Para?so
9: Patu, 4: Rafael Godeiro
9: Lages, 4: Campo Belo do Sul
9: Lages, 4: Cerro Negro
9: Lages, 4: Correia Pinto
9: Lages, 4: Curitibanos
9: Lages, 4: Otac?lio Costa
9: Lages, 4: Painel
9: Lages, 4: Palmeira
9: Tef?, 4: Japur?
9: Lages, 4: Ponte Alta
9: Lages, 4: Rio Rufino
9: Lages, 4: S?o Joaquim
9: S?o Miguel, 4: Coronel Jo?o Pessoa
9: Lages, 4: S?o Jos? do Cerrito
9: Lages, 4: Urubici
9: Lages, 4: Urupema
9: Lages, 4: Anita Garibaldi
9: Lages, 4: Bocaina do Sul
9: Lages, 4: Bom Jardim da Serra
9: Lages, 4: Bom Retiro
9: Lages, 4: Cap?o Alto
9: Lages, 4: Campo Belo do Sul
9: Lages, 4: Cerro Negro
9: S?o Miguel, 4: Coronel Jo?o Pessoa
9: Lages, 4: Correia Pinto
9: Lages, 4: Curitibanos
9: Lages, 4: Otac?lio Costa
9: Lages, 4: Painel
9: Lages, 4: Palmeira
9: Lages, 4: Ponte Alta
9: Lages, 4: Rio Rufino
9: Lages, 4: S?o Joaquim
9: Lages, 4: S?o Jos? do Cerrito
9: Lages, 4: Urubici
9: S?o Miguel, 4: Venha-Ver
9: Lages, 4: Urupema
9: Mafra, 4: Rio Negro
9: Mafra, 4: Canoinhas
9: Mafra, 4: Itai?polis
9: Mafra, 4: Papanduva
9: Porto Uni?o, 4: Irine?polis
9: Porto Uni?o, 4: Matos Costa
9: S?o Bento do Sul, 4: Pi?n
9: S?o Bento do Sul, 4: Campo Alegre
9: S?o Bento do Sul, 4: Rio Negrinho
9: S?o Miguel, 4: Venha-Ver
9: Tijucas, 4: Canelinha
9: Tijucas, 4: Canelinha
9: Tubar?o, 4: Armaz?m
9: Tubar?o, 4: Bra?o do Norte
